,bel20
2000-01-04,-3.784336823374801
2000-01-05,-4.181459092632167
2000-01-06,0.11636612182872597
2000-01-07,2.4989848138664783
2000-01-10,2.056108887028074
2000-01-11,-1.7268813194544208
2000-01-12,-1.2350076689136458
2000-01-13,0.7473012101115728
2000-01-14,-0.16224644572968572
2000-01-17,-1.7515457426345193
2000-01-18,-3.3769425364979178
2000-01-19,0.18253240983536756
2000-01-20,-0.20036650901671393
2000-01-21,-1.3757006411305284
2000-01-24,-0.19192946168224978
2000-01-25,-2.335503522640181
2000-01-26,0.7324865187353424
2000-01-27,0.43810617185791045
2000-01-28,-0.23787811572741902
2000-01-31,-2.7522915862880915
2000-02-01,-0.7245682878407322
2000-02-02,0.12734034409547235
2000-02-03,3.4811668727950718
2000-02-04,1.229428494866447
2000-02-07,-1.1180101837495293
2000-02-08,0.6676330805906794
2000-02-09,-3.350965376024906
2000-02-10,-2.643094171800442
2000-02-11,1.0110553690725332
2000-02-14,2.5109173805688556
2000-02-15,-0.2665605764345713
2000-02-16,-0.07311090755370842
2000-02-17,-0.3394110818634388
2000-02-18,-0.7326405042476836
2000-02-21,-0.7031556160428387
2000-02-22,-2.149916861269574
2000-02-23,0.3177203140860563
2000-02-24,1.3024699254589933
2000-02-25,-0.15667830786654235
2000-02-28,-1.2377753015561765
2000-02-29,0.6792667848960043
2000-03-01,0.36167982270498555
2000-03-02,0.0014513524790871202
2000-03-03,-0.3354591899794812
2000-03-06,-0.4893929227837823
2000-03-07,-1.2757411787777784
2000-03-08,-0.3236320844909102
2000-03-09,-1.2874052375324574
2000-03-10,-2.3461374941423863
2000-03-13,-2.412378436115503
2000-03-14,1.8316827550908243
2000-03-15,5.387966012484302
2000-03-16,6.570388147660644
2000-03-17,-2.49345001957062
2000-03-20,0.5957359673721463
2000-03-21,-1.8268821954092296
2000-03-22,3.1843769838118874
2000-03-23,0.5839024820518013
2000-03-24,0.39126500425190613
2000-03-27,-3.4113833584726194
2000-03-28,1.0724095684043533
2000-03-29,-0.8811995049064159
2000-03-30,-1.731677441510815
2000-03-31,-0.01619832512860242
2000-04-03,1.6523164364939724
2000-04-04,2.6534614787528277
2000-04-05,-0.4932733802164968
2000-04-06,0.4298062809469094
2000-04-07,-1.0422559704254653
2000-04-10,-0.23736646197631828
2000-04-11,1.8009955615631235
2000-04-12,1.9497227126190175
2000-04-13,0.7819272066112326
2000-04-14,-1.4435449544065726
2000-04-17,-1.8481299721882394
2000-04-18,1.2929071198857223
2000-04-19,-1.8251969753843689
2000-04-20,-1.327076737849886
2000-04-25,-0.4712658679959958
2000-04-26,1.439580366605675
2000-04-27,-1.621701759267058
2000-04-28,-0.4231635704694092
2000-05-03,0.08143308571995078
2000-05-04,-0.130818764171714
2000-05-05,-0.41190806762196885
2000-05-08,-0.21387044345164696
2000-05-09,0.8369078136269081
2000-05-10,-0.432252670646438
2000-05-11,0.1798323345425068
2000-05-12,0.26826348195205796
2000-05-15,1.127198484154146
2000-05-16,0.8916640696041256
2000-05-17,0.1027589840732368
2000-05-18,0.5015867706870125
2000-05-19,-1.0434661464234551
2000-05-22,0.003118670614910002
2000-05-23,0.44497147573148155
2000-05-24,0.07448687168496448
2000-05-25,0.28983232744126397
2000-05-26,-2.346396514195792
2000-05-29,0.6611055206448668
2000-05-30,0.8264365997065148
2000-05-31,-1.2218733119408576
2000-06-05,-0.1257970479176862
2000-06-06,0.2321172404723626
2000-06-07,0.010349824062227952
2000-06-08,-1.4388487469316757
2000-06-09,0.7982501890871241
2000-06-14,-0.9729064781530461
2000-06-15,0.6849862097122461
2000-06-16,0.5544856748112004
2000-06-19,-0.934722789746889
2000-06-20,0.16323435341352166
2000-06-21,-0.03172873339298832
2000-06-22,0.3711473664945508
2000-06-23,-0.6512794292818036
2000-06-26,-0.02006420552485011
2000-06-27,0.6861196832027794
2000-06-28,-0.07734072064895514
2000-06-29,-0.15486112055160817
2000-06-30,1.6971958691351041
2000-07-03,0.04603989302571776
2000-07-04,0.027749107638186388
2000-07-05,0.41868472795689726
2000-07-06,-0.49992335055595305
2000-07-07,0.8315986131553821
2000-07-10,0.6263673048611196
2000-07-11,0.6818177995720376
2000-07-12,0.46000507719377026
2000-07-13,-0.11488562222332632
2000-07-14,-0.4456031447759301
2000-07-17,0.23695319250069957
2000-07-18,-0.2133984500094499
2000-07-19,-0.4644869329343493
2000-07-20,0.8049127936144984
2000-07-25,0.2655169089106124
2000-07-26,-0.08096393597867291
2000-07-27,0.742014970965954
2000-07-28,0.012745202183950255
2000-07-31,0.2754220362060522
2000-08-01,-0.5922456885478766
2000-08-02,0.14544456508165382
2000-08-03,-0.3199950272380292
2000-08-04,1.3464834310077833
2000-08-07,0.8382208436295002
2000-08-08,0.6478712319802682
2000-08-09,1.0257933387743279
2000-08-10,-0.03539375589980409
2000-08-11,0.514188576431529
2000-08-14,0.3192859754369337
2000-08-15,-0.14899883400669722
2000-08-16,-0.009417910360909332
2000-08-17,-0.9602445986020669
2000-08-18,-0.02948295478617524
2000-08-21,0.6510357360610897
2000-08-22,-0.4343962229562237
2000-08-23,0.04934335483106622
2000-08-24,0.07776123899443377
2000-08-25,-0.055944057403145564
2000-08-28,0.28539787202070954
2000-08-29,-0.3477001158097792
2000-08-30,-0.8329384128566986
2000-08-31,-0.07275837520914763
2000-09-01,-0.22723178620829287
2000-09-04,-0.11044648710427651
2000-09-05,-0.6133520063109188
2000-09-06,0.025457059073730193
2000-09-07,-1.051043948356778
2000-09-08,-0.7146446995156097
2000-09-11,-0.020662342953592372
2000-09-12,0.004919992719365496
2000-09-13,0.023940509588094017
2000-09-14,-0.09513999418491181
2000-09-15,-0.812034636405734
2000-09-18,-1.1836624264411455
2000-09-19,-1.110449121061663
2000-09-20,0.7266552006187865
2000-09-21,0.05208639738700782
2000-09-22,-0.09814664971719012
2000-09-25,0.03866514519863529
2000-09-26,0.1464556981441767
2000-09-27,0.9564112382374645
2000-09-28,0.3401990373447461
2000-09-29,1.249258930523034
2000-10-02,1.1416871066082024
2000-10-03,0.12156562483607303
2000-10-04,-0.1843461571668925
2000-10-05,0.16689634955522337
2000-10-06,-1.1048687128468515
2000-10-09,-1.756993052849154
2000-10-10,0.17510317117857
2000-10-11,-0.2140196957256535
2000-10-12,-0.5838994267849174
2000-10-13,0.7693653382762733
2000-10-16,0.8902847164597105
2000-10-17,-1.0651052874397493
2000-10-18,0.05686683835630646
2000-10-19,0.4766075425163052
2000-10-20,0.7390933804732214
2000-10-23,-0.23214989019706422
2000-10-24,0.5056967211405805
2000-10-25,-0.6203261479953426
2000-10-26,0.5846173024693258
2000-10-27,0.7881907452642167
2000-10-30,-0.19133592766547025
2000-10-31,1.29186464057085
2000-11-01,1.2461777892578851
2000-11-02,0.724873568981721
2000-11-03,0.30941797180794595
2000-11-06,0.5284814887911438
2000-11-07,-0.43424113752497107
2000-11-08,-0.34094194558367263
2000-11-09,0.16212382568152606
2000-11-10,-1.0100664879518106
2000-11-13,-0.6455059494516746
2000-11-14,0.6801338036172666
2000-11-15,-0.8359975264522035
2000-11-16,0.663692765153101
2000-11-17,0.005090742485869271
2000-11-20,-1.0310556590036768
2000-11-21,-0.7165251750009816
2000-11-22,-0.6558422985637691
2000-11-23,0.10879231839755477
2000-11-24,-0.2532715579283362
2000-11-27,-1.5090593092418558
2000-11-28,-0.8114127392682136
2000-11-29,-1.2605463153542829
2000-11-30,1.0897081137077436
2000-12-01,1.5383411829397176
2000-12-04,-0.8776718097001535
2000-12-05,1.1649115626795492
2000-12-06,-0.4851348738148076
2000-12-07,-0.055150550839400125
2000-12-08,0.20228993749444868
2000-12-11,0.5142735070872817
2000-12-12,-0.3778846922278589
2000-12-13,-0.3779962149346616
2000-12-14,-1.7689958288452878
2000-12-15,0.4795093974176545
2000-12-18,-0.5138241786780462
2000-12-19,0.6543215624460252
2000-12-20,0.07351516414200177
2000-12-21,0.11617737717646293
2000-12-22,-0.02369189864950272
2000-12-27,0.20070286054139075
2000-12-28,0.7307198979262353
2001-01-03,-0.08847571456751524
2001-01-04,-0.42564382389311817
2001-01-05,-0.04412425860724767
2001-01-08,-0.6097762529353901
2001-01-09,0.1947868467723879
2001-01-10,-0.6978479385118419
2001-01-11,0.2988617343124389
2001-01-12,0.06621830208075608
2001-01-15,-0.5642581986966988
2001-01-16,-0.41102824892069734
2001-01-17,0.5209107999101015
2001-01-18,-0.37449887728291387
2001-01-19,-0.23490272130617385
2001-01-22,0.33328978797513287
2001-01-23,0.6893570056575982
2001-01-24,0.1413777376747305
2001-01-25,-0.26821951205828753
2001-01-26,-0.20985944442495352
2001-01-29,-0.1783576458696423
2001-01-30,-0.1470229798953504
2001-01-31,-0.05152599566740079
2001-02-01,0.6654336091768798
2001-02-02,0.4580532765972478
2001-02-05,0.2392086962959894
2001-02-06,0.3241300352048171
2001-02-07,-0.10969510173008956
2001-02-08,-0.4266666050396495
2001-02-09,-0.17531409369038187
2001-02-12,0.04135649355880844
2001-02-13,0.4448333390477899
2001-02-14,0.04480606516743535
2001-02-15,0.1647799135838568
2001-02-16,-0.5237918208012005
2001-02-19,-0.08262205545932488
2001-02-20,-0.24694007235996907
2001-02-21,-0.46550185698546187
2001-02-22,-0.7449432618554575
2001-02-23,-0.14179959226954253
2001-02-26,0.5286094038900124
2001-02-27,0.4540901898348437
2001-02-28,0.59048510293227
2001-03-01,-1.010556359724113
2001-03-02,0.07372409681067893
2001-03-05,0.4211027412175383
2001-03-06,0.22226024968947655
2001-03-07,-0.20316128516384424
2001-03-08,-0.573213809249129
2001-03-09,0.07612478094385366
2001-03-12,-0.9309378573147065
2001-03-13,-1.3535914110743619
2001-03-14,-2.114620533687628
2001-03-15,-0.8515741886193418
2001-03-16,-2.4906438048392765
2001-03-19,-1.4600190454030937
2001-03-20,0.9793663591703528
2001-03-21,-1.932634137002065
2001-03-22,-3.4723617436577925
2001-03-23,1.6721645897439075
2001-03-26,4.154529650486349
2001-03-27,0.8622820940646925
2001-03-28,-0.4006760431235712
2001-03-29,0.09380371085701
2001-03-30,2.71514092521814
2001-04-02,1.4185081581896242
2001-04-03,-1.1929321136485704
2001-04-04,-0.7455256449586223
2001-04-05,1.5260013562532038
2001-04-06,-0.4183675113591967
2001-04-09,1.5396736213987516
2001-04-10,0.546883618238514
2001-04-11,-0.8401283248632652
2001-04-12,-1.6208409347095554
